,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month
1000,T082,CULEX RESTUANS,3,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.803423,-87.642984,8
1001,T090,CULEX PIPIENS/RESTUANS,10,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.868077,-87.666901,8
1002,T083,CULEX PIPIENS,1,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.754292,-87.590773,8
1003,T091,CULEX PIPIENS/RESTUANS,10,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.862292,-87.64886,8
1004,T102,CULEX PIPIENS,7,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.750498,-87.605294,8
1005,T100,CULEX PIPIENS/RESTUANS,19,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.717753,-87.531657,8
1006,T100,CULEX PIPIENS,4,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.717753,-87.531657,8
1007,T099,CULEX PIPIENS/RESTUANS,5,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.733643,-87.55551,8
1008,T099,CULEX PIPIENS,4,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.733643,-87.55551,8
1009,T097,CULEX PIPIENS/RESTUANS,21,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.644612,-87.60449799999998,8
1010,T102,CULEX RESTUANS,1,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.750498,-87.605294,8
1011,T102,CULEX PIPIENS/RESTUANS,16,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.750498,-87.605294,8
1012,T097,CULEX PIPIENS,6,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.644612,-87.60449799999998,8
1013,T096,CULEX RESTUANS,18,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.731922,-87.677512,8
1014,T096,CULEX PIPIENS/RESTUANS,20,1,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.731922,-87.677512,8
1015,T096,CULEX PIPIENS,8,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.731922,-87.677512,8
1016,T095,CULEX PIPIENS/RESTUANS,2,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.704336,-87.70373599999998,8
1017,T092,CULEX PIPIENS/RESTUANS,6,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.869216,-87.627561,8
1018,T092,CULEX PIPIENS,3,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.869216,-87.627561,8
1019,T091,CULEX RESTUANS,2,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.862292,-87.64886,8
1020,T096,CULEX SALINARIUS,3,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.731922,-87.677512,8
1021,T090,CULEX RESTUANS,3,0,51840,91.0,71.5,81.5,6.0,24.5,6.550000000000002,1910,446,0.0,8,53.45788043478261,71.5,16.5,HZ,0.0,29.285,41.868077,-87.666901,8
1022,T215,CULEX PIPIENS/RESTUANS,50,0,51720,89.0,71.0,80.5,3.0,4.5,5.75,1909,447,0.0,7,53.45788043478261,66.5,15.5, ,0.0,29.335,41.686398,-87.531635,8
1023,T215,CULEX PIPIENS,154,0,51720,89.0,71.0,80.5,3.0,4.5,5.75,1909,447,0.0,7,53.45788043478261,66.5,15.5, ,0.0,29.335,41.686398,-87.531635,8
1024,T142,CULEX PIPIENS,5,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.953067,-87.776792,8
1025,T096,CULEX PIPIENS/RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.731922,-87.677512,8
1026,T096,CULEX RESTUANS,9,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.731922,-87.677512,8
1027,T096,CULEX PIPIENS,31,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.731922,-87.677512,8
1028,T096,CULEX SALINARIUS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.731922,-87.677512,8
1029,T097,CULEX PIPIENS,26,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.644612,-87.60449799999998,8
1030,T097,CULEX PIPIENS/RESTUANS,18,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.644612,-87.60449799999998,8
1031,T099,CULEX PIPIENS,4,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.733643,-87.55551,8
1032,T099,CULEX PIPIENS/RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.733643,-87.55551,8
1033,T100,CULEX PIPIENS,10,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.717753,-87.531657,8
1034,T100,CULEX PIPIENS/RESTUANS,13,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.717753,-87.531657,8
1035,T102,CULEX PIPIENS/RESTUANS,25,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.750498,-87.605294,8
1036,T102,CULEX RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.750498,-87.605294,8
1037,T114,CULEX PIPIENS/RESTUANS,21,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.798697,-87.736812,8
1038,T129,CULEX PIPIENS/RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.891126,-87.61156,8
1039,T135,CULEX PIPIENS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.662014,-87.72460799999998,8
1040,T135,CULEX PIPIENS/RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.662014,-87.72460799999998,8
1041,T141,CULEX PIPIENS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.961743,-87.76007,8
1042,T141,CULEX PIPIENS/RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.961743,-87.76007,8
1043,T102,CULEX PIPIENS,35,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.750498,-87.605294,8
1044,T095,CULEX PIPIENS/RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.704336,-87.70373599999998,8
1045,T083,CULEX PIPIENS/RESTUANS,5,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.754292,-87.590773,8
1046,T094,CULEX PIPIENS,5,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.720848,-87.666014,8
1047,T082,CULEX PIPIENS/RESTUANS,16,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.803423,-87.642984,8
1048,T083,CULEX PIPIENS,9,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.754292,-87.590773,8
1049,T142,CULEX PIPIENS/RESTUANS,5,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.953067,-87.776792,8
1050,T084,CULEX PIPIENS,5,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.692555,-87.598865,8
1051,T084,CULEX PIPIENS/RESTUANS,6,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.692555,-87.598865,8
1052,T085,CULEX PIPIENS/RESTUANS,5,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.721474,-87.648064,8
1053,T085,CULEX RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.721474,-87.648064,8
1054,T086,CULEX PIPIENS,56,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.688324,-87.676709,8
1055,T086,CULEX PIPIENS/RESTUANS,62,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.688324,-87.676709,8
1056,T094,CULEX PIPIENS/RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.720848,-87.666014,8
1057,T086,CULEX RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.688324,-87.676709,8
1058,T089,CULEX PIPIENS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.723195,-87.64997,8
1059,T089,CULEX PIPIENS/RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.723195,-87.64997,8
1060,T090,CULEX PIPIENS,11,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.868077,-87.666901,8
1061,T090,CULEX PIPIENS/RESTUANS,6,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.868077,-87.666901,8
1062,T090,CULEX RESTUANS,5,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.868077,-87.666901,8
1063,T091,CULEX PIPIENS,6,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.862292,-87.64886,8
1064,T091,CULEX PIPIENS/RESTUANS,7,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.862292,-87.64886,8
1065,T092,CULEX PIPIENS,16,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.869216,-87.627561,8
1066,T092,CULEX PIPIENS/RESTUANS,24,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.869216,-87.627561,8
1067,T088,CULEX PIPIENS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.869107,-87.69629300000003,8
1068,T143,CULEX PIPIENS,29,1,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.999129,-87.795585,8
1069,T154,CULEX PIPIENS/RESTUANS,10,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.918705,-87.752329,8
1070,T144,CULEX PIPIENS,8,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.94016,-87.794896,8
1071,T158,CULEX RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.682587,-87.707973,8
1072,T159,CULEX PIPIENS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.732984,-87.649642,8
1073,T159,CULEX PIPIENS/RESTUANS,9,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.732984,-87.649642,8
1074,T159,CULEX RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.732984,-87.649642,8
1075,T159,CULEX TERRITANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.732984,-87.649642,8
1076,T160,CULEX PIPIENS,6,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.903002,-87.68826700000002,8
1077,T160,CULEX PIPIENS/RESTUANS,19,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.903002,-87.68826700000002,8
1078,T160,CULEX RESTUANS,1,1,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.903002,-87.68826700000002,8
1079,T161,CULEX PIPIENS,9,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.719059,-87.675088,8
1080,T161,CULEX PIPIENS/RESTUANS,12,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.719059,-87.675088,8
1081,T162,CULEX PIPIENS,7,1,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.725517,-87.61425799999998,8
1082,T162,CULEX PIPIENS/RESTUANS,8,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.725517,-87.61425799999998,8
1083,T218,CULEX PIPIENS,23,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.948167,-87.730698,8
1084,T218,CULEX PIPIENS/RESTUANS,13,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.948167,-87.730698,8
1085,T219,CULEX PIPIENS,5,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.966987,-87.674677,8
1086,T219,CULEX PIPIENS/RESTUANS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.966987,-87.674677,8
1087,T220,CULEX PIPIENS,4,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.963976,-87.69181,8
1088,T220,CULEX PIPIENS/RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.963976,-87.69181,8
1089,T082,CULEX PIPIENS,8,1,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.803423,-87.642984,8
1090,T158,CULEX PIPIENS/RESTUANS,29,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.682587,-87.707973,8
1091,T158,CULEX PIPIENS,22,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.682587,-87.707973,8
1092,T157,CULEX RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.825902,-87.667827,8
1093,T157,CULEX PIPIENS/RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.825902,-87.667827,8
1094,T144,CULEX RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.94016,-87.794896,8
1095,T145,CULEX PIPIENS,14,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.878114,-87.629798,8
1096,T145,CULEX PIPIENS/RESTUANS,13,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.878114,-87.629798,8
1097,T145,CULEX TERRITANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.878114,-87.629798,8
1098,T147,CULEX PIPIENS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.932094,-87.700117,8
1099,T147,CULEX PIPIENS/RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.932094,-87.700117,8
1100,T148,CULEX PIPIENS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,42.01743,-87.68776899999997,8
1101,T148,CULEX PIPIENS/RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,42.01743,-87.68776899999997,8
1102,T150,CULEX PIPIENS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,42.006858,-87.675919,8
1103,T143,CULEX PIPIENS/RESTUANS,15,1,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.999129,-87.795585,8
1104,T150,CULEX PIPIENS/RESTUANS,13,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,42.006858,-87.675919,8
1105,T151,CULEX PIPIENS/RESTUANS,11,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.916265,-87.800515,8
1106,T152,CULEX PIPIENS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.846075,-87.716277,8
1107,T152,CULEX PIPIENS/RESTUANS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.846075,-87.716277,8
1108,T153,CULEX PIPIENS,4,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.907645,-87.760886,8
1109,T153,CULEX PIPIENS/RESTUANS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.907645,-87.760886,8
1110,T154,CULEX PIPIENS,13,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.918705,-87.752329,8
1111,T154,CULEX RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.918705,-87.752329,8
1112,T155,CULEX PIPIENS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.776156,-87.778927,8
1113,T155,CULEX PIPIENS/RESTUANS,9,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.776156,-87.778927,8
1114,T151,CULEX PIPIENS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.916265,-87.800515,8
1115,T081,CULEX RESTUANS,2,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.821582,-87.62779599999998,8
1116,T066,CULEX PIPIENS,7,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.77166,-87.703047,8
1117,T081,CULEX PIPIENS,7,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.821582,-87.62779599999998,8
1118,T012,CULEX PIPIENS,23,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.991429,-87.747113,8
1119,T012,CULEX PIPIENS/RESTUANS,26,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.991429,-87.747113,8
1120,T014,CULEX PIPIENS,44,1,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.970248,-87.787992,8
1121,T014,CULEX PIPIENS/RESTUANS,29,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.970248,-87.787992,8
1122,T015,CULEX PIPIENS,26,1,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.974089,-87.824812,8
1123,T015,CULEX PIPIENS/RESTUANS,12,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.974089,-87.824812,8
1124,T015,CULEX RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.974089,-87.824812,8
1125,T016,CULEX PIPIENS,37,1,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,42.011601,-87.81150600000002,8
1126,T016,CULEX PIPIENS/RESTUANS,32,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,42.011601,-87.81150600000002,8
1127,T018,CULEX PIPIENS/RESTUANS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,42.010412,-87.66214000000002,8
1128,T019,CULEX PIPIENS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.94983,-87.69845699999998,8
1129,T025,CULEX PIPIENS,3,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.979243,-87.750938,8
1130,T027,CULEX PIPIENS,1,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.98480900000001,-87.728492,8
1131,T027,CULEX PIPIENS/RESTUANS,11,0,51180,91.5,72.5,82.5,6.25,24.5,8.9,1904,451,0.0,9,53.45788043478261,76.0,17.5,RA BR,0.685,29.085,41.98480900000001,-87.728492,8
