,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_shift,Tavg_shift,Heat_shift,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_shift,WetBulb_shift
679,T006,CULEX PIPIENS,3,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.990284,-87.797127,8,52620.0,77.0,0.0,12.0,83.0,70.0,3.0,2.0999999999999974,19.5,70.0
680,T006,CULEX PIPIENS/RESTUANS,4,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.990284,-87.797127,8,52620.0,77.0,0.0,12.0,83.0,70.0,3.0,2.0999999999999974,19.5,70.0
681,T007,CULEX PIPIENS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.994991,-87.769279,8,52620.0,77.0,0.0,12.0,83.0,70.0,3.0,2.0999999999999974,19.5,70.0
682,T008,CULEX PIPIENS,72,1,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,42.008314,-87.77792099999998,8,52620.0,77.0,0.0,12.0,83.0,70.0,3.0,2.0999999999999974,19.5,70.0
683,T008,CULEX PIPIENS/RESTUANS,82,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,42.008314,-87.77792099999998,8,52620.0,78.16666666666667,0.0,15.5,85.83333333333333,69.66666666666667,4.666666666666667,2.0999999999999974,19.5,69.83333333333333
684,T008,CULEX RESTUANS,7,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,42.008314,-87.77792099999998,8,52620.0,79.33333333333333,0.0,15.5,88.66666666666667,69.33333333333333,6.333333333333333,2.0999999999999974,19.5,69.66666666666667
685,T009,CULEX PIPIENS,34,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.98196400000001,-87.812827,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.0999999999999974,19.5,69.5
686,T009,CULEX PIPIENS,34,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.99247800000001,-87.862995,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.0999999999999974,19.5,69.5
687,T009,CULEX PIPIENS/RESTUANS,8,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.98196400000001,-87.812827,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.0999999999999974,19.5,69.5
688,T009,CULEX PIPIENS/RESTUANS,8,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.99247800000001,-87.862995,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.0999999999999974,19.5,69.5
689,T009,CULEX RESTUANS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.98196400000001,-87.812827,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.0999999999999974,19.5,69.5
690,T009,CULEX RESTUANS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.99247800000001,-87.862995,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999967,11.0,69.5
691,T011,CULEX PIPIENS,16,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.944869,-87.832763,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
692,T011,CULEX PIPIENS/RESTUANS,16,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.944869,-87.832763,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
693,T011,CULEX RESTUANS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.944869,-87.832763,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
694,T012,CULEX PIPIENS,10,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.991429,-87.747113,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
695,T012,CULEX PIPIENS/RESTUANS,11,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.991429,-87.747113,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
696,T012,CULEX RESTUANS,4,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.991429,-87.747113,8,52620.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
697,T013,CULEX PIPIENS/RESTUANS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.923738,-87.785288,8,52400.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
698,T014,CULEX PIPIENS,17,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.970248,-87.787992,8,52180.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
699,T014,CULEX PIPIENS/RESTUANS,16,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.970248,-87.787992,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
700,T014,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.970248,-87.787992,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
701,T015,CULEX PIPIENS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.974089,-87.824812,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
702,T015,CULEX PIPIENS/RESTUANS,11,1,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.974089,-87.824812,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
703,T015,CULEX RESTUANS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.974089,-87.824812,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
704,T016,CULEX PIPIENS,72,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,42.011601,-87.81150600000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
705,T016,CULEX PIPIENS/RESTUANS,42,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,42.011601,-87.81150600000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
706,T016,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,42.011601,-87.81150600000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
707,T017,CULEX PIPIENS/RESTUANS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.960615999999995,-87.777189,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
708,T017,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.960615999999995,-87.777189,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
709,T018,CULEX PIPIENS/RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,42.010412,-87.66214000000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
710,T019,CULEX PIPIENS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.94983,-87.69845699999998,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
711,T019,CULEX PIPIENS/RESTUANS,4,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.94983,-87.69845699999998,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
712,T019,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.94983,-87.69845699999998,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
713,T025,CULEX PIPIENS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.979243,-87.750938,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
714,T025,CULEX PIPIENS/RESTUANS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.979243,-87.750938,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
715,T025,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.979243,-87.750938,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
716,T027,CULEX PIPIENS/RESTUANS,11,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.98480900000001,-87.728492,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
717,T027,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.98480900000001,-87.728492,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
718,T028,CULEX PIPIENS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.986921,-87.689778,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
719,T028,CULEX PIPIENS/RESTUANS,4,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.986921,-87.689778,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
720,T030,CULEX PIPIENS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.899229999999996,-87.716788,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
721,T030,CULEX PIPIENS/RESTUANS,11,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.899229999999996,-87.716788,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
722,T030,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.899229999999996,-87.716788,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
723,T031,CULEX PIPIENS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.801497999999995,-87.763416,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
724,T031,CULEX PIPIENS/RESTUANS,9,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.801497999999995,-87.763416,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
725,T033,CULEX PIPIENS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.906638,-87.701431,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
726,T033,CULEX PIPIENS/RESTUANS,6,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.906638,-87.701431,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
727,T033,CULEX SALINARIUS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.906638,-87.701431,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
728,T034,CULEX PIPIENS,4,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.843810999999995,-87.686763,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
729,T034,CULEX PIPIENS/RESTUANS,3,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.843810999999995,-87.686763,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
730,T035,CULEX PIPIENS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.836644,-87.677737,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
731,T035,CULEX PIPIENS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.763733,-87.742302,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
732,T035,CULEX PIPIENS/RESTUANS,6,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.836644,-87.677737,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
733,T035,CULEX PIPIENS/RESTUANS,6,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.763733,-87.742302,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
734,T036,CULEX PIPIENS,3,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.837084999999995,-87.729384,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
735,T036,CULEX PIPIENS/RESTUANS,4,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.837084999999995,-87.729384,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
736,T037,CULEX PIPIENS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.921177,-87.79518,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
737,T037,CULEX PIPIENS/RESTUANS,7,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.921177,-87.79518,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
738,T039,CULEX PIPIENS/RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.911823999999996,-87.726737,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
739,T043,CULEX PIPIENS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.857402,-87.694991,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
740,T043,CULEX PIPIENS/RESTUANS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.857402,-87.694991,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
741,T043,CULEX RESTUANS,3,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.857402,-87.694991,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
742,T044,CULEX PIPIENS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.883284,-87.705085,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
743,T044,CULEX PIPIENS/RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.883284,-87.705085,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
744,T044,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.883284,-87.705085,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
745,T045,CULEX PIPIENS,10,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.9216,-87.666455,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
746,T045,CULEX PIPIENS/RESTUANS,23,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.9216,-87.666455,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
747,T046,CULEX PIPIENS,41,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.891118,-87.65449100000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
748,T046,CULEX PIPIENS/RESTUANS,28,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.891118,-87.65449100000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
749,T046,CULEX RESTUANS,7,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.891118,-87.65449100000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
750,T047,CULEX PIPIENS,24,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.868142,-87.696269,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
751,T047,CULEX PIPIENS/RESTUANS,14,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.868142,-87.696269,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
752,T047,CULEX RESTUANS,3,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.868142,-87.696269,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
753,T048,CULEX PIPIENS,7,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.867108,-87.654224,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
754,T048,CULEX PIPIENS/RESTUANS,6,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.867108,-87.654224,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
755,T049,CULEX PIPIENS,3,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.896282,-87.655232,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
756,T049,CULEX PIPIENS/RESTUANS,10,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.896282,-87.655232,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
757,T049,CULEX RESTUANS,2,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.896282,-87.655232,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
758,T050,CULEX PIPIENS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.919343,-87.694259,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
759,T050,CULEX PIPIENS/RESTUANS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.919343,-87.694259,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
760,T054,CULEX PIPIENS/RESTUANS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.921965,-87.632085,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
761,T060,CULEX PIPIENS/RESTUANS,3,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.823065,-87.67837800000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
762,T061,CULEX PIPIENS,6,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.801179,-87.679447,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
763,T061,CULEX PIPIENS/RESTUANS,24,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.801179,-87.679447,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
764,T061,CULEX RESTUANS,4,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.801179,-87.679447,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
765,T062,CULEX PIPIENS,9,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.800737,-87.71188000000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
766,T062,CULEX PIPIENS/RESTUANS,5,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.800737,-87.71188000000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
767,T062,CULEX RESTUANS,1,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.800737,-87.71188000000002,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
768,T065,CULEX PIPIENS,13,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.778296999999995,-87.752411,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
769,T065,CULEX PIPIENS/RESTUANS,31,1,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.778296999999995,-87.752411,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
770,T065,CULEX RESTUANS,4,0,51960,91.5,69.0,80.5,2.8,11.0,3.9,1911,445,0.0,8,53.45788043478261,69.5,15.5,HZ,0.0,29.315,41.778296999999995,-87.752411,8,51960.0,80.5,0.0,15.5,91.5,69.0,8.0,2.7999999999999963,11.0,69.5
