,Trap,Species,NumMosquitos,WnvPresent,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Heat,Depart,DewPoint,Cool,CodeSum,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_exp,Tavg_shift,Heat_exp,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_exp,PrecipTotal_exp
2785,T151,CULEX PIPIENS/RESTUANS,13,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.916265,-87.800515,10,49447.968413496055,68.5,0.6044508255563532,3.5,82.5,53.5,10.0,4.249999999999998,17.71213208901651,0.1883255563531935
2786,T152,CULEX PIPIENS/RESTUANS,1,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.846075,-87.716277,10,49445.231431646935,68.5,0.6042339433082167,3.5,82.5,53.5,10.0,4.249999999999998,17.711876569788302,0.18825798349479625
2787,T153,CULEX PIPIENS/RESTUANS,21,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.907645,-87.760886,10,49442.49641319943,68.5,0.6040172166427547,3.5,82.5,53.5,10.0,4.249999999999998,17.711621233859397,0.1881904591104724
2788,T153,CULEX RESTUANS,1,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.907645,-87.760886,10,49439.76335604159,68.5,0.6038006453926138,3.5,82.5,53.5,10.0,4.249999999999998,17.71136608103263,0.1881229831480807
2789,T154,CULEX PIPIENS,6,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.918704999999996,-87.752329,10,49437.032258064515,68.5,0.603584229390681,3.5,82.5,53.5,10.0,4.249999999999998,17.711111111111112,0.18805555555555453
2790,T154,CULEX PIPIENS/RESTUANS,9,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.918704999999996,-87.752329,10,49434.30311716231,68.5,0.6033679684700824,3.5,82.5,53.5,10.0,4.249999999999998,17.710856323898245,0.18798817628090186
2791,T155,CULEX PIPIENS,27,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.776156,-87.778927,10,49431.575931232095,68.5,0.6031518624641834,3.5,82.5,53.5,10.0,4.249999999999998,17.710601719197708,0.18792084527220526
2792,T155,CULEX PIPIENS/RESTUANS,23,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.776156,-87.778927,10,49428.85069817401,68.5,0.6029359112065878,3.5,82.5,53.5,10.0,4.249999999999998,17.710347296813463,0.18785356247762158
2793,T156,CULEX PIPIENS,8,1,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.772846,-87.740029,10,49426.1274158912,68.5,0.6027201145311382,3.5,82.5,53.5,10.0,4.249999999999998,17.71009305654975,0.18778632784538193
2794,T156,CULEX PIPIENS/RESTUANS,5,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.772846,-87.740029,10,49423.4060822898,68.5,0.6025044722719142,3.5,82.5,53.5,10.0,4.249999999999998,17.70983899821109,0.18771914132379144
2795,T157,CULEX PIPIENS,2,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.825902,-87.667827,10,49420.68669527897,68.5,0.6022889842632332,3.5,82.5,53.5,10.0,4.249999999999998,17.709585121602288,0.1876520028612293
2796,T158,CULEX PIPIENS,7,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.682587,-87.707973,10,49417.969252770825,68.5,0.6020736503396497,3.5,82.5,53.5,10.0,4.249999999999998,17.709331426528422,0.1875849124061484
2797,T158,CULEX PIPIENS/RESTUANS,3,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.682587,-87.707973,10,49415.25375268049,68.5,0.6018584703359543,3.5,82.5,53.5,10.0,4.249999999999998,17.709077912794854,0.18751786990707545
2798,T160,CULEX PIPIENS,3,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.903002,-87.68826700000002,10,49412.54019292605,68.5,0.601643444087174,3.5,82.5,53.5,10.0,4.249999999999998,17.708824580207217,0.18745087531261062
2799,T160,CULEX PIPIENS/RESTUANS,14,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.903002,-87.68826700000002,10,49409.828571428574,68.5,0.6014285714285714,3.5,82.5,53.5,10.0,4.249999999999998,17.708571428571428,0.18738392857142755
2800,T161,CULEX PIPIENS,3,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.719059,-87.675088,10,49407.118886112105,68.5,0.6012138521956444,3.5,82.5,53.5,10.0,4.249999999999998,17.708318457693682,0.18731702963227315
2801,T161,CULEX PIPIENS/RESTUANS,7,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.719059,-87.675088,10,49404.41113490364,68.5,0.6009992862241256,3.5,82.5,53.5,10.0,4.249999999999998,17.708065667380442,0.18725017844396757
2802,T162,CULEX PIPIENS,4,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.725516999999996,-87.61425799999998,10,49401.70531573315,68.5,0.6007848733499822,3.5,82.5,53.5,10.0,4.249999999999998,17.707813057438457,0.18718337495540388
2803,T162,CULEX PIPIENS/RESTUANS,4,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.725516999999996,-87.61425799999998,10,49399.00142653353,68.5,0.6005706134094151,3.5,82.5,53.5,10.0,4.249999999999998,17.70756062767475,0.1871166191155482
2804,T218,CULEX PIPIENS,2,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.948167,-87.730698,10,49396.29946524064,68.5,0.6003565062388592,3.5,82.5,53.5,10.0,4.249999999999998,17.707308377896613,0.18704991087343925
2805,T219,CULEX PIPIENS,3,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.966986999999996,-87.674677,10,49393.5994297933,68.5,0.6001425516749822,3.5,82.5,53.5,10.0,4.249999999999998,17.707056307911618,0.18698325017818856
2806,T219,CULEX PIPIENS/RESTUANS,5,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.966986999999996,-87.674677,10,49390.90131813324,68.5,0.5999287495546847,3.5,82.5,53.5,10.0,4.249999999999998,17.70680441752761,0.1869166369789801
2807,T219,CULEX RESTUANS,1,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.966986999999996,-87.674677,10,49388.205128205125,68.5,0.5997150997150997,3.5,82.5,53.5,10.0,4.249999999999998,17.706552706552706,0.1868500712250702
2808,T220,CULEX PIPIENS/RESTUANS,3,0,41820,82.5,53.5,68.5,4.25,17.0,5.25,1729,0.0,10,53.45788043478261,3.5,HZ,0.0,29.365,41.963976,-87.69181,10,49385.51085795657,68.5,0.599501601993592,3.5,82.5,53.5,10.0,4.249999999999998,17.7063011747953,0.18678355286578752
2809,T027,CULEX PIPIENS/RESTUANS,1,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.98480900000001,-87.728492,10,49382.51957295374,68.5,0.5998220640569395,3.5,82.5,53.5,10.0,4.249999999999998,17.709964412811388,0.1867170818505328
2810,T107,CULEX PIPIENS,3,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.729669,-87.582699,10,49379.53041622198,68.5,0.60014229811455,3.5,82.5,53.5,10.0,4.249999999999998,17.71362504446816,0.18665065812877876
2811,T107,CULEX PIPIENS/RESTUANS,1,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.729669,-87.582699,10,49376.54338549075,68.5,0.6004623044096729,3.5,82.5,53.5,10.0,4.249999999999998,17.71728307254623,0.1865842816500701
2812,T115,CULEX PIPIENS,104,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.673408,-87.599862,10,49373.55847849271,68.5,0.6007820831852115,3.5,82.5,53.5,10.0,4.249999999999998,17.720938499822253,0.18651795236402316
2813,T115,CULEX PIPIENS/RESTUANS,55,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.673408,-87.599862,10,49370.57569296375,68.5,0.6011016346837242,3.5,82.5,53.5,10.0,4.249999999999998,17.72459132906894,0.1864516702203259
2814,T128,CULEX PIPIENS,3,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.704572,-87.56566600000002,10,49367.595026642986,68.5,0.6014209591474245,3.5,82.5,53.5,10.0,4.249999999999998,17.72824156305506,0.18638543516873787
2815,T128,CULEX PIPIENS/RESTUANS,1,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.704572,-87.56566600000002,10,49364.61647727273,68.5,0.6017400568181818,3.5,82.5,53.5,10.0,4.249999999999998,17.731889204545453,0.18631924715908987
2816,T138,CULEX PIPIENS,23,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.72646500000001,-87.585413,10,49361.64004259851,63.5,0.6020589279375221,0.0,76.5,53.5,8.0,4.249999999999998,17.73553425630103,0.18625310614128404
2817,T138,CULEX PIPIENS/RESTUANS,9,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.72646500000001,-87.585413,10,49358.665720369056,63.5,0.6023775727466288,0.0,76.5,53.5,8.0,4.249999999999998,17.739176721078778,0.1861870120652935
2818,T200,CULEX PIPIENS,18,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.678618,-87.559308,10,49355.69350833629,63.5,0.6026959914863427,0.0,76.5,53.5,8.0,4.249999999999998,17.742816601631784,0.1861209648811625
2819,T200,CULEX PIPIENS/RESTUANS,7,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.678618,-87.559308,10,49352.72340425532,63.5,0.6030141843971631,0.0,76.5,49.5,8.0,4.249999999999998,17.74645390070922,0.18605496453900608
2820,T206,CULEX PIPIENS,4,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.737052,-87.54306700000002,10,49349.75540588444,63.5,0.6033321517192485,0.0,76.5,49.5,8.0,4.249999999999998,17.750088621056364,0.18598901098900997
2821,T209,CULEX PIPIENS,19,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.740641,-87.546587,10,49346.789510985116,63.5,0.6036498936924167,0.0,76.5,49.5,8.0,4.249999999999998,17.7537207654146,0.1859231041814306
2822,T209,CULEX PIPIENS/RESTUANS,18,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.740641,-87.546587,10,49343.825717322,63.5,0.6039674105561459,0.0,76.5,49.5,8.0,4.249999999999998,17.75735033652143,0.1858572440665948
2823,T209,CULEX TERRITANS,3,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.740641,-87.546587,10,49340.86402266289,63.5,0.6042847025495751,0.0,76.5,49.5,8.0,4.249999999999998,17.760977337110482,0.18579143059489983
2824,T212,CULEX PIPIENS,22,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.680946,-87.535198,10,49337.90442477876,63.5,0.6046017699115044,0.0,76.5,49.5,8.0,4.249999999999998,17.764601769911504,0.18572566371681315
2825,T212,CULEX PIPIENS/RESTUANS,34,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.680946,-87.535198,10,49334.946921443734,63.5,0.6049186128803963,0.0,76.5,49.5,8.0,4.249999999999998,17.76822363765039,0.1856599433828723
2826,T215,CULEX PIPIENS/RESTUANS,6,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.686398,-87.531635,10,49331.99151043509,63.5,0.6052352316943757,0.0,76.5,49.5,8.0,4.249999999999998,17.77184294304917,0.18559426954368485
2827,T221,CULEX PIPIENS,1,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.659112,-87.53869300000002,10,49329.03818953324,63.5,0.6055516265912305,0.0,76.5,49.5,8.0,4.249999999999998,17.775459688826025,0.18552864214992826
2828,T221,CULEX PIPIENS/RESTUANS,1,0,40980,76.5,49.5,63.5,11.8,28.0,13.05,1720,1.5,8,53.45788043478261,0.0, ,0.0,29.24,41.659112,-87.53869300000002,10,49326.086956521736,63.5,0.6058677978084128,0.0,76.5,49.5,8.0,4.249999999999998,17.7790738776953,0.18546306115234965
2829,T002,CULEX PIPIENS/RESTUANS,2,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.95469,-87.800991,5,49327.63250883392,63.5,0.607773851590106,0.0,76.5,49.5,8.0,4.249999999999998,17.78321554770318,0.18539752650176577
2830,T003,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.964242,-87.757639,5,49329.17696926881,63.5,0.6096785588131403,0.0,76.5,49.5,8.0,4.249999999999998,17.78735429176969,0.1853320381490629
2831,T008,CULEX PIPIENS/RESTUANS,6,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,42.008314,-87.77792099999998,5,49330.720338983054,63.5,0.6115819209039548,0.0,76.5,49.5,8.0,4.249999999999998,17.79149011299435,0.1852665960451967
2832,T009,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.98196400000001,-87.812827,5,49332.26261913166,63.5,0.613483939286975,0.0,76.5,49.5,8.0,4.249999999999998,17.79562301447229,0.18520120014119207
2833,T009,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.99247800000001,-87.862995,5,49333.803810868034,63.5,0.6153846153846154,0.0,76.5,49.5,8.0,4.249999999999998,17.799752999294284,0.18513585038814295
2834,T011,CULEX PIPIENS/RESTUANS,5,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.944869,-87.832763,5,49335.34391534392,63.5,0.6172839506172839,0.0,76.5,49.5,8.0,4.249999999999998,17.803880070546736,0.18507054673721238
2835,T012,CULEX PIPIENS/RESTUANS,3,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.991429,-87.747113,5,49336.88293370945,63.5,0.6191819464033851,0.0,76.5,49.5,8.0,4.249999999999998,17.808004231311706,0.18500528913963227
2836,T012,CULEX RESTUANS,9,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.991429,-87.747113,5,49338.42086711315,59.0,0.6210786041593233,0.0,63.0,49.5,-5.0,4.249999999999998,17.8121254846669,0.18494007754670325
2837,T017,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.960615999999995,-87.777189,5,49339.9577167019,59.0,0.6229739252995067,0.0,63.0,49.5,-5.0,11.799999999999997,17.816243833685693,0.1848749119097946
2838,T028,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.986921,-87.689778,5,49341.493483620994,59.0,0.6248679112363509,0.0,63.0,49.5,-5.0,11.799999999999997,17.820359281437124,0.18480979218034418
2839,T030,CULEX PIPIENS/RESTUANS,5,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.899229999999996,-87.716788,5,49343.028169014084,59.0,0.6267605633802817,0.0,63.0,54.5,-5.0,11.799999999999997,17.824471830985914,0.18474471830985814
2840,T031,CULEX PIPIENS/RESTUANS,21,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.801497999999995,-87.763416,5,49344.561774023234,59.0,0.6286518831397395,0.0,63.0,54.5,-5.0,11.799999999999997,17.82858148539247,0.184679690249911
2841,T031,CULEX RESTUANS,7,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.801497999999995,-87.763416,5,49346.09429978888,59.0,0.6305418719211823,0.0,63.0,54.5,-5.0,11.799999999999997,17.832688247712877,0.18461470795214535
2842,T039,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.911823999999996,-87.726737,5,49347.62574744988,59.0,0.632430531129089,0.0,63.0,54.5,-5.0,11.799999999999997,17.836792120998943,0.18454977136827194
2843,T043,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.857402,-87.694991,5,49349.15611814346,59.0,0.6343178621659634,0.0,63.0,54.5,-5.0,11.799999999999997,17.84089310829817,0.1844848804500693
2844,T045,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.9216,-87.666455,5,49350.685413005274,59.0,0.6362038664323374,0.0,63.0,54.5,-5.0,11.799999999999997,17.844991212653778,0.18442003514938388
2845,T054,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.921965,-87.632085,5,49352.21363316936,59.0,0.6380885453267744,0.0,63.0,54.5,-5.0,11.799999999999997,17.84908643710471,0.1843552354181297
2846,T054,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.921965,-87.632085,5,49353.74077976817,59.0,0.6399719002458728,0.0,63.0,54.5,-5.0,11.799999999999997,17.853178784685635,0.18429048120828842
2847,T062,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.800737,-87.71188000000002,5,49355.26685393258,59.0,0.6418539325842697,0.0,63.0,54.5,-5.0,11.799999999999997,17.857268258426966,0.1842257724719091
2848,T063,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.82561,-87.726549,5,49356.79185679185,59.0,0.6437346437346437,0.0,63.0,54.5,-5.0,11.799999999999997,17.86135486135486,0.18416110916110814
2849,T073,CULEX PIPIENS/RESTUANS,8,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.773215,-87.60088,5,49358.31578947369,59.0,0.6456140350877193,0.0,63.0,54.5,-5.0,11.799999999999997,17.865438596491227,0.18409649122806918
2850,T073,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.773215,-87.60088,5,49359.838653104176,59.0,0.6474921080322694,0.0,63.0,54.5,-5.0,11.799999999999997,17.869519466853735,0.18403191862504284
2851,T074,CULEX PIPIENS/RESTUANS,3,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.822536,-87.66634300000004,5,49361.360448807856,59.0,0.6493688639551192,0.0,63.0,54.5,-5.0,11.799999999999997,17.87359747545582,0.1839673913043468
2852,T079,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.766202,-87.562889,5,49362.88117770768,59.0,0.6512443042411497,0.0,63.0,54.5,-5.0,11.799999999999997,17.877672625306694,0.1839029092183656
2853,T082,CULEX RESTUANS,2,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.803422999999995,-87.642984,5,49364.40084092502,59.0,0.6531184302733006,0.0,63.0,54.5,-5.0,11.799999999999997,17.881744919411354,0.1838384723195505
2854,T083,CULEX PIPIENS/RESTUANS,3,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.754292,-87.590773,5,49365.91943957969,59.0,0.6549912434325744,0.0,63.0,54.5,-5.0,11.799999999999997,17.885814360770578,0.1837740805604193
2855,T089,CULEX PIPIENS/RESTUANS,2,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.723195000000004,-87.64997,5,49367.43697478992,59.0,0.6568627450980392,0.0,63.0,54.5,-5.0,11.799999999999997,17.889880952380953,0.1837097338935564
2856,T090,CULEX PIPIENS/RESTUANS,5,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.868077,-87.666901,5,49368.953447672386,59.0,0.6587329366468323,0.0,63.0,54.5,-5.0,11.799999999999997,17.89394469723486,0.18364543227161256
2857,T090,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.868077,-87.666901,5,49370.468859342196,59.0,0.6606018194541637,0.0,63.0,54.5,-5.0,6.799999999999997,17.898005598320506,0.1835811756473048
2858,T094,CULEX PIPIENS/RESTUANS,2,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.720848,-87.666014,5,49371.983210912906,59.0,0.6624693948933194,0.0,63.0,54.5,-5.0,6.799999999999998,17.902063658621895,0.18351696397341627
2859,T094,CULEX RESTUANS,3,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.720848,-87.666014,5,49373.496503496506,59.0,0.6643356643356644,0.0,63.0,54.5,-5.0,6.799999999999998,17.906118881118882,0.1834527972027962
2860,T102,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.750498,-87.605294,5,49375.008738203425,59.0,0.6662006291506466,0.0,63.0,54.5,-5.0,6.799999999999998,17.91017126878714,0.1833886752883597
2861,T114,CULEX RESTUANS,2,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.798697,-87.736812,5,49376.519916142555,59.0,0.6680642907058001,0.0,63.0,54.5,-5.0,6.799999999999998,17.914220824598182,0.18332459818308774
2862,T115,CULEX PIPIENS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.673408,-87.599862,5,49378.03003842124,59.0,0.6699266503667481,0.0,63.0,54.5,-5.0,6.799999999999998,17.918267551519385,0.18326056584002692
2863,T115,CULEX PIPIENS/RESTUANS,2,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.673408,-87.599862,5,49379.539106145254,59.0,0.6717877094972067,0.0,63.0,54.5,-5.0,6.799999999999998,17.922311452513966,0.1831965782122895
2864,T115,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.673408,-87.599862,5,49381.04712041885,59.0,0.6736474694589878,0.0,63.0,54.5,-5.0,6.799999999999998,17.926352530541013,0.1831326352530531
2865,T135,CULEX PIPIENS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.662014,-87.72460799999998,5,49382.55408234473,59.0,0.6755059316120028,0.0,63.0,54.5,-5.0,6.799999999999998,17.930390788555478,0.18306873691556075
2866,T135,CULEX PIPIENS/RESTUANS,13,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.662014,-87.72460799999998,5,49384.059993024064,59.0,0.6773630973142658,0.0,63.0,54.5,-5.0,6.799999999999998,17.934426229508198,0.18300488315312072
2867,T135,CULEX RESTUANS,8,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.662014,-87.72460799999998,5,49385.56485355648,59.0,0.6792189679218968,0.0,63.0,54.5,-5.0,6.799999999999998,17.938458856345886,0.18294107391910638
2868,T138,CULEX PIPIENS/RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.72646500000001,-87.585413,5,49387.06866504008,59.0,0.6810735447891252,0.0,63.0,54.5,-5.0,6.799999999999998,17.942488672011155,0.18287730916695613
2869,T138,CULEX RESTUANS,1,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,41.72646500000001,-87.585413,5,49388.57142857143,59.0,0.6829268292682927,0.0,63.0,54.5,-5.0,6.799999999999998,17.94651567944251,0.1828135888501732
2870,T148,CULEX PIPIENS/RESTUANS,2,0,53700,63.0,54.5,59.0,6.8,29.5,8.2,1916,6.0,-5,53.45788043478261,0.0, ,0.0,29.085,42.01743,-87.68776899999996,5,49390.07314524556,59.0,0.6847788227098572,0.0,63.0,54.5,-5.0,6.799999999999998,17.950539881574365,0.1827499129223257
