,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,Latitude,Longitude,Month,Day_length_exp,Tavg_shift,Heat_exp,Cool_shift,Tmax_shift,Tmin_shift,Depart_shift,ResultSpeed_shift,ResultDir_exp,PrecipTotal_exp,WetBulb_exp,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,WnvPresent
19175,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.957799,-87.930995,8,53126.38610763454,72.5,0.031523779724655816,7.5,78.0,66.0,0.0,3.0499999999999963,17.932493742177726,0.1283388089278352,63.91950876095119,0,1,0,0,0,0,0,0.14374883659911805
19179,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.957799,-87.930995,8,53125.80500521376,72.5,0.03151720542231491,7.5,78.0,66.0,0.0,3.0499999999999963,17.93031803962461,0.12831830031283464,63.919316996871736,0,0,0,0,0,0,0,0.11625021854107637
19180,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,0.03,29.14,41.957799,-87.930995,8,53125.65976747823,72.5,0.03151556227516813,7.5,78.0,66.0,0.0,3.0499999999999963,17.929774255773946,0.1283131744956034,63.919269068348896,1,0,0,0,0,0,0,0.11625227434885764
19446,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.95469,-87.800991,8,53087.51375533501,72.5,0.03108448603897774,7.5,78.0,66.0,0.0,3.0499999999999963,17.786959428189434,0.12696688435235368,63.906926518229035,0,0,1,0,0,0,0,0.11043760954786705
19447,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.95469,-87.800991,8,53087.3292883587,72.5,0.031082887700534762,7.5,78.0,66.0,0.0,3.0499999999999963,17.786276223776227,0.12696035582066134,63.90711127108186,0,0,1,0,0,0,0,0.11044274287429379
19448,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.95469,-87.800991,8,53087.14484035169,72.5,0.0310812895264538,7.5,78.0,66.0,0.0,3.0499999999999963,17.785593089619006,0.12695382796031784,63.907296004935986,0,0,1,0,0,0,0,0.11044787588179325
19449,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.95469,-87.800991,8,53086.960411311054,72.5,0.03107969151670951,7.5,78.0,66.0,0.0,3.0499999999999963,17.784910025706942,0.12694730077121966,63.90748071979434,0,0,1,0,0,0,0,0.11045300857038794
19450,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.95469,-87.800991,8,53086.77600123387,72.5,0.031078093671276542,7.5,78.0,66.0,0.0,3.0499999999999963,17.7842270320292,0.12694077425326314,63.90766541565986,0,0,1,0,0,0,0,0.1104581409401006
19451,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.95469,-87.800991,8,53086.59161011722,72.5,0.03107649599012955,7.5,78.0,66.0,0.0,3.0499999999999963,17.783544108574954,0.12693424840634496,63.90785009253547,0,0,1,0,0,0,0,0.11046327299095418
19452,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.95469,-87.800991,8,53086.40723795816,72.5,0.0310748984732432,7.5,78.0,66.0,0.0,3.0499999999999963,17.782861255333373,0.12692772323036147,63.9080347504241,0,0,1,0,0,0,0,0.1104684047229711
19454,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.95469,-87.800991,8,53086.03855050117,74.0,0.03107170393215112,9.0,83.0,66.0,2.0,3.0499999999999963,17.78149575944487,0.12691467489078498,63.908404009252116,0,1,0,0,0,0,0,0.12346028485060155
19462,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.994991,-87.769279,8,53084.56455839285,74.0,0.031058932333144943,9.0,83.0,64.0,2.0,3.0499999999999963,17.77603658223295,0.12686250834918675,63.90988028567026,0,1,0,0,0,0,0,0.10384699078354749
19468,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974089,-87.824812,8,53083.459859263436,74.0,0.031049360521855262,9.0,83.0,64.0,2.0,3.0499999999999963,17.77194514356156,0.12682341157739085,63.91098669680005,0,0,1,0,0,0,0,0.11444551597158288
19470,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974089,-87.824812,8,53083.091777515285,74.0,0.031046171229007238,9.0,83.0,64.0,2.0,3.0499999999999963,17.77058189101741,0.12681038467465575,63.91135534898054,0,1,0,0,0,0,0,0.1279320670679886
19566,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.999129,-87.795585,8,53065.51234220882,74.0,0.03089385189349415,9.0,83.0,64.0,2.0,5.399999999999998,17.705473501303214,0.12618822507283806,63.92896202790413,0,1,0,0,0,0,0,0.1017258579630337
19582,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.907645,-87.760886,8,53062.59919317775,74.0,0.03086861052954093,9.0,83.0,64.0,2.0,5.399999999999998,17.694684164836847,0.1260851248532003,63.93187969156922,0,1,0,0,0,0,0,0.10106702322466582
19598,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.98196400000001,-87.812827,8,53059.690800551056,74.0,0.03084341037808052,9.0,83.0,64.0,2.0,5.399999999999998,17.683912444512476,0.12598219296904034,63.93479259145874,0,1,0,0,0,0,0,0.11014530413169175
19604,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.944869,-87.832763,8,53058.601377199695,74.0,0.030833970925784236,9.0,83.0,64.0,2.0,5.399999999999998,17.67987758224943,0.1259436368273513,63.93588370313695,0,0,1,0,0,0,0,0.10990338541577087
19606,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.944869,-87.832763,8,53058.238384250515,74.0,0.0308308257255062,9.0,83.0,64.0,2.0,5.399999999999998,17.67853317692661,0.12593079002398236,63.936247258632115,0,1,0,0,0,0,0,0.12292882690677999
19614,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,42.011601,-87.81150600000002,8,53056.78715268927,74.0,0.03081825133826153,9.0,83.0,64.0,2.0,5.399999999999998,17.673158297221516,0.12587942900842325,63.93770073923017,0,1,0,0,0,0,0,0.10595056037644808
19644,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.801498,-87.763416,8,53051.3555612115,74.0,0.03077118859760753,9.0,83.0,64.0,2.0,5.399999999999998,17.653041486383305,0.12568719776025564,63.943140748282005,0,0,1,0,0,0,0,0.10356207532818532
19646,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.801498,-87.763416,8,53050.99404489235,74.0,0.030768056191785007,9.0,83.0,64.0,2.0,5.399999999999998,17.651702550007638,0.12567440321678738,63.943502824858754,0,1,0,0,0,0,0,0.11593380854397636
19684,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.662014,-87.72460799999998,8,53044.13919227839,74.0,0.030708661417322838,9.0,83.0,64.0,2.0,5.399999999999998,17.626314452628908,0.125431800863613,63.9503683007366,0,0,1,0,0,0,0,0.10757105342170024
19686,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.662014,-87.72460799999998,8,53043.779143597305,74.0,0.03070554172804389,9.0,83.0,64.0,2.0,5.399999999999998,17.624980951897193,0.1254190582618084,63.950728907400816,0,1,0,0,0,0,0,0.12035736243149897
19702,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.953067,-87.776792,8,53040.9013855758,74.0,0.030680607014160283,9.0,83.0,64.0,2.0,5.399999999999998,17.61432269197584,0.12531721057708076,63.95361112520936,0,1,0,0,0,0,0,0.10154071697661103
19748,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.916265,-87.800515,8,53032.65380525597,74.0,0.030609144766823637,9.0,83.0,64.0,2.0,5.399999999999998,17.583776393741456,0.1250253177376182,63.9618714871639,0,0,1,0,0,0,0,0.10276282861913404
19750,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.916265,-87.800515,8,53032.29608627411,74.0,0.030606045263530963,9.0,83.0,64.0,2.0,5.399999999999998,17.582451521441953,0.12501265758696886,63.962229760518454,0,1,0,0,0,0,0,0.11505122682617706
19774,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.682587,-87.707973,8,53028.00910240202,74.0,0.03056890012642225,9.0,83.0,64.0,2.0,5.399999999999998,17.566573957016434,0.12486093552466355,63.96652338811632,0,1,0,0,0,0,0,0.11163643754930754
19823,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.990284,-87.797127,8,53019.2887409201,74.0,0.030493341404358363,9.0,83.0,64.0,2.0,5.399999999999998,17.534276634382568,0.12455231033092322,63.97525726392252,0,1,0,0,0,0,0,0.10455824931772299
19854,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.921177,-87.79518,8,53013.79400654747,74.0,0.030445731553764795,9.0,83.0,64.0,2.0,5.399999999999998,17.513925963233444,0.12435784437170595,63.9807605137245,0,0,1,0,0,0,0,0.10083039879235596
19856,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.921177,-87.79518,8,53013.440096691345,74.0,0.030442665055144282,9.0,83.0,64.0,2.0,5.399999999999998,17.512615198670495,0.12434531903108335,63.98111497205015,0,1,0,0,0,0,0,0.11291668993457275
19928,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.923738,-87.785288,8,53000.74665060966,74.0,0.030332681017612526,9.0,83.0,64.0,2.0,5.399999999999998,17.465602890260424,0.12389608108787305,63.993828089718505,0,1,0,0,0,0,0,0.10928355666346148
19936,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.970248,-87.787992,8,52999.34192707027,74.0,0.030320509605256563,9.0,83.0,64.0,2.0,5.399999999999998,17.460400260821586,0.12384636605307828,63.99523499021918,0,1,0,0,0,0,0,0.10438470988628162
19970,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.94016,-87.794896,8,52993.384407390724,74.0,0.030268889890341,9.0,83.0,64.0,2.0,5.399999999999998,17.43833558660057,0.12363552150619507,64.00120174252666,0,1,0,0,0,0,0,0.11086703066710014
19986,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.942114,-87.776385,8,52990.58788212338,74.0,0.030244659028368436,9.0,83.0,64.0,2.0,5.399999999999998,17.427978185820784,0.12353654875670295,64.0040026016911,0,1,0,0,0,0,0,0.10405821257165007
19994,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.960616,-87.777189,8,52989.19129782447,74.0,0.03023255813953488,9.0,83.0,64.0,2.0,5.399999999999998,17.422805701425354,0.1234871217804562,64.00540135033758,0,1,0,0,0,0,0,0.10209782454183854
20010,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.704336,-87.70373599999998,8,52986.40147918645,74.0,0.030208385388036583,9.0,83.0,64.0,2.0,5.399999999999998,17.412473139773127,0.12338838638749795,64.00819549247913,0,1,0,0,0,0,0,0.10840746265057262
20034,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.837085,-87.729384,8,52982.22510606438,74.0,0.030172198652358376,9.0,83.0,64.0,2.0,5.399999999999998,17.39700524082855,0.12324057898678425,64.01237833790866,0,1,0,0,0,0,0,0.1009612499054238
20072,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.778297,-87.752411,8,52975.63293976984,74.0,0.030115079958152744,9.0,83.0,64.0,2.0,5.399999999999998,17.37259004633089,0.12300727345191162,64.01898072037065,0,0,1,0,0,0,0,0.1046029251063368
20074,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.778297,-87.752411,8,52975.28667496887,74.0,0.0301120797011208,9.0,83.0,64.0,2.0,5.399999999999998,17.371307596513073,0.12299501867996125,64.01932752179327,0,1,0,0,0,0,0,0.11708231356937081
20082,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.77166,-87.703047,8,52973.902305432464,74.0,0.03010008464870786,9.0,83.0,64.0,2.0,5.399999999999998,17.366180351541104,0.1229460240004094,64.02071403674749,0,1,0,0,0,0,0,0.10013884157549728
20088,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.759346,-87.745602,8,52972.86475185425,74.0,0.030091094628901388,9.0,83.0,64.0,2.0,5.399999999999998,17.362337597690278,0.12290930359899555,64.0217531982677,0,0,1,0,0,0,0,0.10465275708637445
20090,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.759346,-87.745602,8,52972.51903837539,74.0,0.03008809914887263,9.0,83.0,64.0,2.0,5.399999999999998,17.36105718978647,0.12289706833906835,64.02209944751381,0,1,0,0,0,0,0,0.11713729673331837
20104,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.797616,-87.797894,8,52970.10096990798,74.0,0.0300671474757523,9.0,83.0,64.0,2.0,5.399999999999998,17.352101467296688,0.12281148967919532,64.02452126336732,0,0,1,0,0,0,0,0.1190787029175754
20106,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.797616,-87.797894,8,52969.75580643557,74.0,0.030064156761326906,9.0,83.0,64.0,2.0,5.399999999999998,17.350823096434073,0.1227992738847278,64.02486696175461,0,1,0,0,0,0,0,0.13302847300383913
20110,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.797616,-87.797894,8,52969.065685445785,74.0,0.03005817711700065,9.0,83.0,64.0,2.0,5.399999999999998,17.348267117497887,0.12277484958481535,64.02555815225499,0,0,0,0,0,0,0,0.1073346332878586
20111,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.797616,-87.797894,8,52968.893198090685,74.0,0.030056682577565632,9.0,83.0,64.0,2.0,5.399999999999998,17.34762828162291,0.1227687450278551,64.02573090692124,1,0,0,0,0,0,0,0.10733931464913864
20112,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.781416,-87.77653199999996,8,52968.72072788744,74.0,0.030055188186744887,9.0,83.0,64.0,2.0,5.399999999999998,17.34698950927261,0.12276264107792086,64.02590364440907,0,0,1,0,0,0,0,0.1131351272900944
20114,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.781416,-87.77653199999996,8,52968.37583892617,74.0,0.03005219985085757,9.0,83.0,64.0,2.0,5.399999999999998,17.345712155108128,0.12275043499876814,64.02624906785981,0,1,0,0,0,0,0,0.12648858970214627
20118,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.781416,-87.77653199999996,8,52967.686266713055,74.0,0.0300462249614792,9.0,83.0,64.0,2.0,5.399999999999998,17.343158208658487,0.12272603012079238,64.02693970873304,0,0,0,0,0,0,0,0.10190940562651356
20119,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.781416,-87.77653199999996,8,52967.513916501,74.0,0.030044731610337976,9.0,83.0,64.0,2.0,5.399999999999998,17.342519880715702,0.12271993041750605,64.02711232604373,1,0,0,0,0,0,0,0.10191387382730169
20202,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.798697,-87.736812,8,52953.26832648616,74.0,0.029921298817007374,9.0,83.0,64.0,2.0,5.399999999999998,17.289758946691087,0.12221576003564925,64.04137999307035,0,1,0,0,0,0,0,0.10913911581326945
20208,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.776156,-87.778927,8,52952.243060022774,74.0,0.029912415260527486,9.0,83.0,64.0,2.0,5.399999999999998,17.28596170023257,0.12217947449157415,64.04240684843387,0,0,1,0,0,0,0,0.11522024445941839
20210,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.776156,-87.778927,8,52951.90143981,74.0,0.029909455247142645,9.0,83.0,64.0,2.0,5.399999999999998,17.284696452426893,0.12216738409777952,64.04274899807035,0,1,0,0,0,0,0,0.12878397352886448
20214,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.776156,-87.778927,8,52951.2184021766,74.0,0.029903536977491964,9.0,83.0,64.0,2.0,5.399999999999998,17.28216670789018,0.12214321048727292,64.04343309423696,0,0,0,0,0,0,0,0.10381158866728188
20215,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.776156,-87.778927,8,52951.047685001984,74.0,0.029902057776018995,9.0,83.0,64.0,2.0,5.399999999999998,17.281534428175704,0.12213716857935407,64.04360407597942,1,0,0,0,0,0,0,0.10381608759170544
20218,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.82561,-87.726549,8,52950.535634798944,74.0,0.029897621049507887,9.0,83.0,64.0,2.0,5.399999999999998,17.279637964291013,0.12211904644147692,64.04411691972895,0,1,0,0,0,0,0,0.10220593213251823
20298,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.74785,-87.70271600000002,8,52936.936794916015,74.0,0.02977979210798562,9.0,83.0,64.0,2.0,5.399999999999998,17.229272377949652,0.12163776540717385,64.05773683432682,0,1,0,0,0,0,0,0.10388499029227906
20361,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.772846,-87.740029,8,52926.3029171987,74.0,0.02968765347215401,9.0,83.0,64.0,2.0,5.399999999999998,17.18988802671643,0.12126141832826942,64.06838719182791,0,0,1,0,0,0,0,0.10227822443042639
20363,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.772846,-87.740029,8,52925.96641131408,74.0,0.029684737772539774,9.0,83.0,64.0,2.0,5.399999999999998,17.18864172068356,0.1212495089373513,64.06872421921037,0,1,0,0,0,0,0,0.11451546042996144
20385,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.99247800000001,-87.862995,8,52922.26920435593,74.0,0.02965270283527912,9.0,83.0,64.0,2.0,5.399999999999998,17.174948494064555,0.12111865986462385,64.07242715589129,0,0,1,0,0,0,0,0.11884584086575742
20387,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.99247800000001,-87.862995,8,52921.93349028841,74.0,0.02964979399646852,9.0,83.0,64.0,2.0,5.399999999999998,17.17370512065921,0.12110677849716607,64.07276339022955,0,1,0,0,0,0,0,0.1327721350770262
20391,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.99247800000001,-87.862995,8,52921.262259709685,74.0,0.02964397803060024,9.0,83.0,64.0,2.0,5.399999999999998,17.17121910553158,0.12108302275403207,64.07343566104355,0,0,0,0,0,0,0,0.10712117662892827
20392,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.99247800000001,-87.862995,8,52921.094493208446,74.0,0.02964252439562595,9.0,83.0,64.0,2.0,5.399999999999998,17.170597754131318,0.12107708527436975,64.07360368753984,1,0,0,0,0,0,0,0.10712572189398953
20393,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52920.926743159755,74.0,0.029641070903206824,9.0,83.0,64.0,2.0,5.399999999999998,17.169976463665787,0.1210711483769845,64.0737716975581,0,0,1,0,0,0,0,0.13283630744381011
20394,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52920.759009561174,74.0,0.02963961755332189,9.0,83.0,64.0,2.0,5.399999999999998,17.169355234126012,0.12106521206179073,64.07393969110076,0,0,1,0,0,0,0,0.13284178041954897
20395,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52920.591292410274,74.0,0.029638164345950187,9.0,83.0,64.0,2.0,5.399999999999998,17.16873406550304,0.12105927632870278,64.07410766817023,0,0,1,0,0,0,0,0.13284725304953485
20396,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52920.42359170466,74.0,0.029636711281070743,9.0,83.0,64.0,2.0,5.399999999999998,17.16811295778791,0.12105334117763505,64.07427562876893,0,0,1,0,0,0,0,0.1328527253337946
20397,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52920.255907441904,74.0,0.02963525835866261,9.0,83.0,64.0,2.0,5.399999999999998,17.167491910971663,0.12104740660850193,64.0744435728993,0,0,1,0,0,0,0,0.1328581972723548
20398,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52920.08823961959,74.0,0.029633805578704837,9.0,83.0,64.0,2.0,5.399999999999998,17.166870925045345,0.1210414726212178,64.07461150056375,0,0,1,0,0,0,0,0.13286366886524204
20399,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52919.92058823528,74.0,0.029632352941176467,9.0,83.0,64.0,2.0,5.399999999999998,17.16625,0.12103553921569715,64.07477941176471,0,0,1,0,0,0,0,0.13286914011248285
20400,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52919.7529532866,74.0,0.02963090044605656,9.0,83.0,64.0,2.0,5.399999999999998,17.16562913582667,0.1210296063918544,64.07494730650457,0,0,1,0,0,0,0,0.1328746110141038
20401,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52919.5853347711,74.0,0.02962944809332418,9.0,83.0,64.0,2.0,5.399999999999998,17.165008332516418,0.12102367414960405,64.0751151847858,0,0,1,0,0,0,0,0.13288008157013168
20402,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52919.417732686365,74.0,0.029627995882958388,9.0,83.0,64.0,2.0,5.399999999999998,17.164387590060283,0.12101774248886055,64.07528304661078,0,0,1,0,0,0,0,0.13288555178059264
20403,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52919.25014703,74.0,0.02962654381493825,9.0,83.0,64.0,2.0,5.399999999999998,17.163766908449322,0.1210118114095384,64.07545089198196,0,0,1,0,0,0,0,0.1328910216455138
20404,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52919.08257779956,74.0,0.02962509188924283,9.0,83.0,64.0,2.0,5.399999999999998,17.16314628767459,0.12100588091155215,64.07561872090174,0,0,1,0,0,0,0,0.13289649116492144
20405,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52918.915024992646,74.0,0.02962364010585122,9.0,83.0,64.0,2.0,5.399999999999998,17.162525727727143,0.12099995099481632,64.07578653337254,0,0,1,0,0,0,0,0.13290196033884183
20406,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52918.747488606845,74.0,0.029622188464742488,9.0,83.0,64.0,2.0,5.399999999999998,17.16190522859803,0.12099402165924544,64.07595432939678,0,0,1,0,0,0,0,0.1329074291673021
20407,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0,0.0,29.4,41.974689,-87.890615,8,52918.579968639744,74.0,0.029620736965895726,9.0,83.0,64.0,2.0,5.399999999999998,17.161284790278327,0.12098809290475412,64.07612210897688,0,0,1,0,0,0,0,0.13291289765032854
