,Date,Day_length,Tmax,Tmin,Tavg,ResultSpeed,ResultDir,AvgSpeed,Sunset,Sunrise,Heat,Depart,DewPoint,WetBulb,Cool,CodeSum,PrecipTotal,StnPressure
175,2007-10-23,38700,55.5,44.5,50.5,4.6,31.0,8.05,1658,613,14.5,2,53.45788043478261,44.5,0.0, ,0.015,29.23
176,2007-10-24,38580,54.0,44.0,49.0,14.65,2.0,15.9,1657,614,16.0,0,53.45788043478261,42.5,0.0, ,0.0,29.485
177,2007-10-25,38400,56.0,45.0,50.5,14.2,6.0,14.399999999999999,1656,616,14.5,2,53.45788043478261,46.0,0.0,RA,0.0,29.494999999999997
178,2007-10-26,38220,65.5,53.0,59.5,5.2,5.5,7.050000000000001,1654,617,5.5,11,53.45788043478261,52.0,0.0,RA BR,0.37,29.345
179,2007-10-27,38100,56.0,38.0,47.0,8.65,31.5,9.5,1653,618,18.0,-2,53.45788043478261,45.5,0.0,RA BR,0.045,29.59
180,2007-10-28,37920,56.0,34.0,45.0,3.45,23.0,4.15,1651,619,20.0,-2,53.45788043478261,39.0,0.0, ,0.0,29.825
181,2007-10-29,37800,60.5,39.0,50.0,9.649999999999999,22.0,9.850000000000001,1650,620,15.0,3,53.45788043478261,42.0,0.0, ,0.0,29.665
182,2007-10-30,37620,66.0,41.5,54.0,11.5,20.0,11.7,1649,622,11.0,8,53.45788043478261,46.0,0.0, ,0.0,29.47
183,2007-10-31,37440,62.5,42.0,52.5,12.2,25.0,14.65,1647,623,12.5,6,53.45788043478261,46.0,0.0, ,0.0,29.33
184,2008-05-01,50460,73.5,48.0,61.0,10.2,16.5,10.95,1849,448,4.0,8,53.45788043478261,56.5,0.0, ,0.0,28.98
185,2008-05-02,50580,74.0,53.0,64.0,12.850000000000001,19.5,14.05,1850,447,1.0,9,53.45788043478261,59.0,0.0,TSRA RA BR,1.01,28.82
186,2008-05-03,50700,56.0,43.5,50.0,10.8,25.0,12.7,1851,446,15.0,-4,53.45788043478261,46.0,0.0,RA,0.005,29.045
187,2008-05-04,50880,65.5,38.5,52.5,5.35,23.5,5.949999999999999,1852,444,12.5,-2,53.45788043478261,45.0,0.0, ,0.0,29.345
188,2008-05-05,51000,74.5,50.0,62.5,4.050000000000001,24.5,6.6,1853,443,2.5,8,53.45788043478261,50.0,0.0, ,0.0,29.305
189,2008-05-06,51180,81.5,49.0,65.5,6.6,22.0,7.95,1855,442,0.5,9,53.45788043478261,55.0,1.0, ,0.0,29.195
190,2008-05-07,51300,70.5,49.5,60.5,2.7,22.5,11.7,1856,441,4.5,5,53.45788043478261,56.0,0.0,RA BR,0.735,29.0
191,2008-05-08,51480,59.0,46.0,52.5,13.25,5.0,13.8,1857,439,12.5,-4,53.45788043478261,44.5,0.0, ,0.0,29.11
192,2008-05-09,51600,58.0,41.5,50.0,6.4,3.0,6.95,1858,438,15.0,-6,53.45788043478261,43.5,0.0, ,0.0,29.174999999999997
193,2008-05-10,51720,61.0,39.5,50.5,5.95,7.5,6.449999999999999,1859,437,14.5,-6,53.45788043478261,45.5,0.0, ,0.0,29.115
194,2008-05-11,51840,59.0,46.5,53.0,14.4,2.0,17.75,1860,436,12.0,-5,53.45788043478261,47.5,0.0,RA BR,1.205,28.87
195,2008-05-12,51960,54.5,40.5,47.5,5.0,6.5,7.699999999999999,1901,435,17.5,-9,53.45788043478261,43.0,0.0, ,0.0,29.29
196,2008-05-13,52080,73.0,42.5,58.0,14.6,18.0,15.15,1902,434,7.0,-1,53.45788043478261,51.5,0.0,TSRA RA,0.2,29.240000000000002
197,2008-05-14,52200,62.5,45.5,54.5,2.25,23.0,9.25,1903,433,10.5,-3,53.45788043478261,52.0,0.0,DZ BR,0.02,29.22
198,2008-05-15,52320,57.0,43.0,50.0,7.15,5.0,8.0,1904,432,15.0,-8,53.45788043478261,45.0,0.0, ,0.0,29.354999999999997
199,2008-05-16,52440,72.5,40.5,57.0,8.600000000000001,25.0,9.100000000000001,1905,431,8.0,-2,53.45788043478261,50.0,0.0, ,0.0,29.130000000000003
200,2008-05-17,52560,73.0,51.0,62.5,12.05,29.5,14.399999999999999,1906,430,2.5,4,53.45788043478261,52.0,0.0,RA,0.19,28.905
201,2008-05-18,52680,55.0,44.5,50.0,2.55,34.5,8.05,1907,429,15.0,-10,53.45788043478261,45.5,0.0, ,0.0,28.955
202,2008-05-19,52800,59.5,41.0,50.5,4.15,7.0,5.95,1908,428,14.5,-10,53.45788043478261,43.5,0.0,RA,0.0,28.990000000000002
203,2008-05-20,52920,65.0,48.0,57.0,7.1,30.5,8.45,1909,427,8.0,-4,53.45788043478261,47.0,0.0, ,0.0,28.97
204,2008-05-21,53040,65.5,43.0,54.5,7.0,32.5,9.0,1910,426,10.5,-7,53.45788043478261,46.0,0.0, ,0.0,29.025
205,2008-05-22,53160,57.5,46.0,52.0,9.65,5.0,10.5,1911,425,13.0,-9,53.45788043478261,45.0,0.0, ,0.0,29.265
206,2008-05-23,53220,58.0,47.0,53.0,10.55,3.0,10.8,1912,425,12.0,-9,53.45788043478261,45.5,0.0, ,0.0,29.439999999999998
207,2008-05-24,53340,67.5,42.0,55.0,7.15,7.0,7.9,1913,424,10.0,-8,53.45788043478261,48.0,0.0, ,0.0,29.475
208,2008-05-25,53460,78.0,47.5,63.0,10.7,17.5,12.15,1914,423,2.0,-1,53.45788043478261,57.0,0.0,TSRA,0.0,29.22
209,2008-05-26,53580,82.5,50.0,66.5,6.75,24.5,11.9,1915,422,0.5,2,53.45788043478261,64.5,2.0,TSRA RA BR,0.24,29.14
210,2008-05-27,53640,51.5,43.5,47.5,18.6,2.5,18.35,1916,422,17.5,-16,53.45788043478261,42.5,0.0, ,0.0,29.52
211,2008-05-28,53700,61.5,44.0,53.0,8.0,6.5,8.6,1916,421,12.0,-10,53.45788043478261,43.5,0.0, ,0.0,29.630000000000003
212,2008-05-29,53760,67.5,43.5,56.0,2.85,10.5,4.0,1917,421,9.0,-9,53.45788043478261,47.5,0.0,RA,0.045,29.425
213,2008-05-30,53880,77.0,56.5,67.0,8.9,20.5,10.55,1918,420,0.0,2,53.45788043478261,62.5,2.0,TSRA RA BR,0.35,29.060000000000002
214,2008-05-31,53940,79.0,59.5,69.5,10.95,28.0,12.100000000000001,1919,420,0.0,5,53.45788043478261,62.0,4.5, ,0.0,29.125
215,2008-06-01,54060,72.5,54.5,64.0,5.1,9.0,5.65,1920,419,1.0,0,53.45788043478261,55.0,0.0, ,0.0,29.259999999999998
216,2008-06-02,54060,85.5,58.5,72.0,1.7999999999999998,10.5,5.25,1920,419,0.0,7,53.45788043478261,60.5,7.0,RA,0.0,29.185000000000002
217,2008-06-03,54180,71.5,56.0,64.0,6.25,3.5,7.949999999999999,1921,418,1.5,-2,53.45788043478261,58.5,0.5,TSRA RA FG+ FG BR,0.72,28.994999999999997
218,2008-06-04,54240,78.0,56.5,67.5,3.8,4.5,4.75,1922,418,0.0,2,53.45788043478261,62.5,2.5,TSRA DZ FG+ FG BR HZ,0.01,28.924999999999997
219,2008-06-05,54360,87.5,64.0,76.0,12.35,20.0,13.9,1923,417,0.0,9,53.45788043478261,71.5,11.0,TSRA BR,0.43,29.03
220,2008-06-06,54360,86.5,73.0,80.0,20.15,20.0,20.5,1923,417,0.0,14,53.45788043478261,72.0,15.0,RA,0.015,29.105
221,2008-06-07,54420,84.5,70.5,77.5,12.15,19.0,12.8,1924,417,0.0,11,53.45788043478261,73.0,12.5,TS RA BR,0.09,29.195
222,2008-06-08,54480,86.0,64.5,75.5,5.35,18.5,11.85,1925,417,0.0,9,53.45788043478261,70.5,10.5,TS TSRA RA,1.275,29.145
223,2008-06-09,54540,74.0,65.0,70.0,6.4,22.5,8.25,1925,416,0.0,4,53.45788043478261,66.0,5.0,RA BR,0.175,29.135
224,2008-06-10,54600,79.5,59.5,69.5,9.05,25.0,10.0,1926,416,0.0,2,53.45788043478261,62.0,4.5,RA,0.005,29.215
225,2008-06-11,54600,86.0,63.5,75.0,9.15,18.0,10.2,1926,416,0.0,7,53.45788043478261,64.0,10.0, ,0.0,29.310000000000002
226,2008-06-12,54660,91.0,73.0,82.0,15.450000000000001,18.0,15.7,1927,416,0.0,14,53.45788043478261,69.5,17.0, ,0.0,29.23
227,2008-06-13,54660,82.0,65.5,74.0,9.25,22.5,10.350000000000001,1927,416,0.0,6,53.45788043478261,66.0,9.0,TSRA RA BR,0.29000000000000004,29.245
228,2008-06-14,54720,84.0,60.0,72.5,8.5,24.0,9.05,1928,416,0.0,4,53.45788043478261,61.5,7.5, ,0.0,29.259999999999998
229,2008-06-15,54720,81.5,60.5,71.0,8.25,24.0,9.75,1928,416,0.0,3,53.45788043478261,64.0,6.0,RA,0.235,29.189999999999998
230,2008-06-16,54780,73.0,59.5,66.5,10.75,31.0,11.35,1929,416,0.0,-3,53.45788043478261,57.0,1.5, ,0.0,29.225
231,2008-06-17,54780,76.0,55.5,66.0,10.45,30.0,11.0,1929,416,0.0,-3,53.45788043478261,55.0,1.0, ,0.0,29.29
232,2008-06-18,54780,76.0,57.0,67.0,4.9,4.0,7.4,1929,416,0.0,-3,53.45788043478261,56.0,2.0, ,0.0,29.235
233,2008-06-19,54840,80.5,53.5,67.5,1.65,19.5,5.25,1930,416,0.0,-3,53.45788043478261,56.5,2.5, ,0.0,29.240000000000002
234,2008-06-20,54840,82.5,59.0,71.0,6.6,22.5,7.550000000000001,1930,416,0.0,0,53.45788043478261,59.5,6.0,TSRA RA,0.065,29.275
235,2008-06-21,54840,82.5,61.5,72.5,6.35,29.0,7.35,1930,416,0.0,2,53.45788043478261,61.0,7.5, ,0.01,29.265
236,2008-06-22,54840,81.5,59.0,70.5,2.2,32.5,4.75,1931,417,0.0,0,53.45788043478261,59.5,5.5,TS TSRA,0.09,29.205
237,2008-06-23,54840,76.5,56.5,67.0,3.8499999999999996,3.5,6.4,1931,417,0.0,-3,53.45788043478261,59.0,2.0, ,0.0,29.354999999999997
238,2008-06-24,54840,82.0,56.0,69.5,4.699999999999999,18.0,5.6,1931,417,0.0,-2,53.45788043478261,60.0,4.5, ,0.0,29.465
239,2008-06-25,54840,79.0,66.5,73.0,7.75,21.5,8.9,1931,417,0.0,2,53.45788043478261,67.5,8.0,RA,0.095,29.310000000000002
240,2008-06-26,54780,86.5,70.5,78.5,6.55,25.5,7.55,1931,418,0.0,7,53.45788043478261,70.5,13.5,BR,0.0,29.18
241,2008-06-27,54780,84.5,67.5,76.0,7.5,21.5,8.25,1931,418,0.0,4,53.45788043478261,70.0,11.0,RA,0.0,29.08
242,2008-06-28,54720,83.5,65.0,74.5,12.7,25.5,13.85,1931,419,0.0,3,53.45788043478261,63.0,9.5,TSRA HZ,0.02,29.015
243,2008-06-29,54720,76.0,60.5,68.5,7.6,30.5,9.899999999999999,1931,419,0.0,-3,53.45788043478261,61.0,3.5,RA BR,0.39999999999999997,29.104999999999997
244,2008-06-30,54720,80.5,59.0,70.0,5.75,34.5,9.35,1931,419,0.0,-2,53.45788043478261,58.0,5.0, ,0.0,29.310000000000002
245,2008-07-01,54660,83.5,57.5,71.0,8.149999999999999,23.5,8.15,1931,420,0.0,-1,53.45788043478261,60.0,6.0, ,0.0,29.27
246,2008-07-02,54660,88.0,63.0,75.5,8.05,23.5,12.45,1931,420,0.0,3,53.45788043478261,66.5,10.5,TS RA BR,0.16,29.115000000000002
247,2008-07-03,54600,71.0,57.0,64.0,12.45,3.0,12.75,1931,421,1.0,-9,53.45788043478261,57.0,0.0, ,0.0,29.365000000000002
248,2008-07-04,54480,75.5,55.0,65.5,6.25,5.5,7.05,1930,422,0.5,-8,53.45788043478261,57.5,1.0, ,0.0,29.375
249,2008-07-05,54480,79.5,55.5,67.5,4.65,8.5,6.35,1930,422,0.0,-5,53.45788043478261,59.5,2.5, ,0.0,29.335
250,2008-07-06,54420,87.5,61.0,74.5,8.8,19.0,9.15,1930,423,0.0,1,53.45788043478261,65.0,9.5, ,0.0,29.245
251,2008-07-07,54420,87.0,72.5,80.0,10.850000000000001,21.5,11.65,1930,423,0.0,7,53.45788043478261,71.0,15.0,TSRA RA,0.07,29.185000000000002
252,2008-07-08,54300,85.5,58.0,72.0,7.6,25.0,8.7,1929,424,-0.5,5,53.45788043478261,71.0,6.0, ,0.15500000000000003,29.130000000000003
253,2008-07-09,54240,85.0,67.0,76.0,8.8,31.5,9.7,1929,425,0.0,3,53.45788043478261,63.5,11.0, ,0.0,29.285
254,2008-07-10,54240,83.0,64.0,73.5,8.3,23.0,8.899999999999999,1929,425,0.0,0,53.45788043478261,66.5,8.5,TSRA RA BR,0.575,29.295
255,2008-07-11,54120,88.5,64.0,76.5,4.45,19.5,7.95,1928,426,0.0,3,53.45788043478261,69.0,11.5,TSRA RA BR,0.185,29.265
256,2008-07-12,54060,82.0,65.5,74.0,8.05,26.0,10.65,1928,427,0.0,0,53.45788043478261,66.5,9.0,TS TSRA RA BR,0.69,29.22
257,2008-07-13,53940,79.0,61.5,70.5,12.85,27.0,13.100000000000001,1927,428,0.0,-2,53.45788043478261,61.0,5.5, ,0.0,29.15
258,2008-07-14,53940,84.0,62.0,73.0,3.2,29.0,7.449999999999999,1927,428,0.0,0,53.45788043478261,62.0,8.0, ,0.0,29.25
259,2008-07-15,53820,90.5,64.0,77.5,7.3,22.5,7.8500000000000005,1926,429,0.0,2,53.45788043478261,68.5,12.5, ,0.0,29.33
260,2008-07-16,53700,90.5,72.0,81.5,5.1,22.0,7.300000000000001,1925,430,0.0,7,53.45788043478261,70.5,16.5, ,0.0,29.415
261,2008-07-17,53640,89.5,72.5,81.0,8.75,22.0,9.15,1925,431,0.0,6,53.45788043478261,71.0,16.0, ,0.0,29.36
262,2008-07-18,53520,88.5,73.5,81.0,4.7,22.5,6.8,1924,432,0.0,6,53.45788043478261,71.5,16.0,RA,0.02,29.27
263,2008-07-19,53400,79.0,68.5,74.0,1.55,28.0,5.85,1923,433,0.0,-1,53.45788043478261,70.0,9.0,RA BR VCTS,1.415,29.215
264,2008-07-20,53400,86.0,68.0,77.0,5.3,26.0,6.35,1923,433,0.0,3,53.45788043478261,71.0,12.0,TSRA,0.585,29.225
265,2008-07-21,53280,83.5,69.0,76.5,2.8499999999999996,2.5,7.7,1922,434,0.0,2,53.45788043478261,68.5,11.5,TSRA RA,0.13,29.235
266,2008-07-22,53160,76.0,64.5,70.5,8.399999999999999,3.0,9.0,1921,435,0.0,-4,53.45788043478261,64.0,5.5, ,0.03,29.335
267,2008-07-23,53040,81.0,60.0,71.0,7.95,19.0,8.9,1920,436,0.0,-3,53.45788043478261,60.5,6.0, ,0.0,29.415
268,2008-07-24,52920,82.0,59.5,71.0,4.1,24.0,4.550000000000001,1919,437,0.0,-3,53.45788043478261,61.0,6.0, ,0.0,29.36
269,2008-07-25,52800,83.0,63.0,73.5,6.15,22.5,7.25,1918,438,0.0,-2,53.45788043478261,67.0,8.5, ,0.0,29.295
270,2008-07-26,52740,84.5,66.0,75.5,7.7,30.5,8.4,1918,439,0.0,1,53.45788043478261,65.5,10.5,BR,0.0,29.25
271,2008-07-27,52620,83.0,62.5,73.0,5.9,24.0,6.75,1917,440,0.0,-1,53.45788043478261,64.5,8.0, ,0.0,29.189999999999998
272,2008-07-28,52500,84.5,68.0,76.5,4.2,8.5,6.25,1916,441,0.0,2,53.45788043478261,67.5,11.5, ,0.0,29.185000000000002
273,2008-07-29,52380,88.5,67.5,78.5,6.15,20.0,7.9,1915,442,0.0,3,53.45788043478261,70.5,13.5,TSRA RA,0.14,29.175
274,2008-07-30,52260,89.5,72.0,81.0,8.3,27.0,9.149999999999999,1914,443,0.0,7,53.45788043478261,70.5,16.0, ,0.0,29.07
275,2008-07-31,52140,89.0,71.5,80.5,5.25,27.0,6.35,1913,444,0.0,7,53.45788043478261,71.0,15.5,RA BR,0.32,29.085
276,2008-08-01,51960,89.0,70.0,80.0,2.5,18.5,4.65,1911,445,0.0,6,53.45788043478261,72.5,15.0,RA,0.525,29.115000000000002
277,2008-08-02,51840,80.5,66.5,73.5,8.5,3.0,9.2,1910,446,0.0,0,53.45788043478261,65.0,8.5, ,0.0,29.259999999999998
278,2008-08-03,51720,84.5,62.0,73.5,5.25,18.5,6.25,1909,447,0.0,0,53.45788043478261,66.5,8.5, ,0.0,29.27
279,2008-08-04,51600,87.5,69.5,79.0,3.0,18.5,9.05,1908,448,0.0,6,53.45788043478261,70.5,14.0,TS TSRA RA BR,1.51,29.21
280,2008-08-05,51480,87.5,70.0,79.0,4.55,31.0,6.85,1907,449,0.0,5,53.45788043478261,71.5,14.0,HZ,0.04,29.27
281,2008-08-06,51360,84.0,67.0,76.0,6.1,29.5,7.5,1906,450,0.0,3,53.45788043478261,66.0,11.0, ,0.005,29.32
282,2008-08-07,51180,81.5,63.5,72.5,7.449999999999999,34.5,9.25,1904,451,0.0,0,53.45788043478261,63.0,7.5, ,0.005,29.285
283,2008-08-08,51060,78.5,63.5,71.0,4.0,1.5,7.050000000000001,1903,452,0.0,-2,53.45788043478261,61.0,6.0, ,0.0,29.314999999999998
284,2008-08-09,50940,79.0,61.5,70.5,3.2,29.5,9.3,1902,453,0.0,-2,53.45788043478261,62.5,5.5, ,0.0,29.225
285,2008-08-10,50760,74.0,59.5,67.0,9.3,2.0,9.45,1900,454,0.0,-7,53.45788043478261,58.5,2.0, ,0.0,29.335
286,2008-08-11,50640,76.5,59.5,68.0,3.7,5.0,6.199999999999999,1859,455,0.0,-5,53.45788043478261,61.5,3.0, ,0.0,29.33
287,2008-08-12,50520,77.0,61.5,69.5,3.3,10.0,3.9,1858,456,0.0,-4,53.45788043478261,62.0,4.5, ,0.0,29.200000000000003
288,2008-08-13,50340,78.0,66.0,72.5,3.05,7.5,4.9,1856,457,0.0,0,53.45788043478261,63.0,7.5,RA,0.03,29.14
289,2008-08-14,50220,78.5,64.0,71.5,7.5,3.0,8.15,1855,458,0.0,-1,53.45788043478261,64.0,6.5,BR HZ,0.0,29.255000000000003
290,2008-08-15,50100,78.0,61.0,70.0,7.2,3.5,8.5,1854,459,0.0,-2,53.45788043478261,61.0,5.0, ,0.0,29.465
291,2008-08-16,49920,82.5,58.5,71.0,5.6,29.0,6.45,1852,500,0.0,-1,53.45788043478261,61.0,6.0, ,0.0,29.43
292,2008-08-17,49800,84.5,63.0,74.0,8.2,25.5,8.4,1851,501,0.0,2,53.45788043478261,65.0,9.0, ,0.0,29.310000000000002
293,2008-08-18,49620,85.0,65.0,75.0,6.9,26.5,7.2,1849,502,0.0,3,53.45788043478261,64.5,10.0, ,0.0,29.295
294,2008-08-19,49500,83.0,64.0,74.0,5.4,4.5,6.35,1848,503,0.0,2,53.45788043478261,67.5,9.0, ,0.0,29.4
295,2008-08-20,49320,81.0,66.0,73.5,6.65,9.5,7.550000000000001,1846,504,0.0,2,53.45788043478261,65.0,8.5, ,0.0,29.43
296,2008-08-21,49200,82.0,68.5,75.5,6.5,14.5,8.05,1845,505,0.0,4,53.45788043478261,66.0,10.5,RA,0.0,29.335
297,2008-08-22,49020,83.5,73.5,79.0,11.899999999999999,19.0,12.15,1843,506,0.0,7,53.45788043478261,71.5,14.0,TSRA BR HZ,0.045,29.355
298,2008-08-23,48840,88.5,68.5,79.0,7.95,24.5,9.5,1842,508,0.0,7,53.45788043478261,70.5,14.0,BR,0.0,29.335
299,2008-08-24,48660,77.5,64.0,71.0,8.2,3.0,9.85,1840,509,0.0,-1,53.45788043478261,62.5,6.0, ,0.0,29.36
300,2008-08-25,48540,74.0,65.0,69.5,11.899999999999999,5.0,12.25,1839,510,0.0,-1,53.45788043478261,60.5,4.5, ,0.0,29.384999999999998
301,2008-08-26,48360,75.5,61.0,68.5,7.800000000000001,7.0,8.95,1837,511,0.0,-1,53.45788043478261,60.5,3.5, ,0.0,29.314999999999998
302,2008-08-27,48180,82.5,60.5,71.5,4.4,8.0,5.300000000000001,1835,512,0.0,2,53.45788043478261,63.0,6.5, ,0.0,29.225
303,2008-08-28,48060,80.5,65.0,73.0,5.7,19.0,6.6,1834,513,0.0,2,53.45788043478261,67.5,8.0,RA BR,0.04,29.125
304,2008-08-29,47880,84.5,65.5,75.5,3.55,18.5,6.3,1832,514,0.0,5,53.45788043478261,65.5,10.5,RA BR,0.02,29.265
305,2008-08-30,47760,87.0,58.5,73.0,2.3,23.5,3.5,1831,515,0.0,2,53.45788043478261,63.0,8.0, ,0.0,29.415
306,2008-08-31,47580,89.5,62.5,76.0,4.8,12.5,5.300000000000001,1829,516,0.0,6,53.45788043478261,64.5,11.0, ,0.0,29.439999999999998
307,2008-09-01,47400,89.5,64.5,77.0,7.35,13.0,7.800000000000001,1827,517,0.0,8,53.45788043478261,63.5,12.0, ,0.0,29.395000000000003
308,2008-09-02,47280,94.5,66.5,81.0,3.0,19.0,4.45,1826,518,0.0,12,53.45788043478261,68.0,16.0,TS,0.0,29.335
309,2008-09-03,47100,77.0,67.0,72.5,10.5,1.0,11.25,1824,519,0.0,4,53.45788043478261,64.5,7.5,TSRA,0.01,29.325
310,2008-09-04,46920,67.5,62.0,65.0,11.399999999999999,3.0,12.3,1822,520,0.5,-4,53.45788043478261,63.0,0.5,RA BR,2.79,29.104999999999997
311,2008-09-05,46800,69.0,57.5,63.5,5.1,33.0,5.800000000000001,1821,521,1.5,-3,53.45788043478261,59.5,0.0, ,0.005,29.25
312,2008-09-06,46620,74.0,54.5,64.5,5.0,27.5,5.4,1819,522,0.5,-3,53.45788043478261,58.5,0.0,BR,0.005,29.310000000000002
313,2008-09-07,46440,74.0,56.5,65.5,6.7,26.0,7.0,1817,523,0.0,-2,53.45788043478261,57.5,0.5, ,0.005,29.380000000000003
314,2008-09-08,46260,68.5,52.5,61.0,4.75,33.5,6.550000000000001,1815,524,4.0,-6,53.45788043478261,55.5,0.0,RA BR,1.12,29.43
315,2008-09-09,46140,68.5,49.0,59.0,3.5,36.0,6.15,1814,525,6.0,-7,53.45788043478261,52.0,0.0, ,0.005,29.48
316,2008-09-10,45960,72.0,49.0,60.5,4.15,14.0,5.0,1812,526,4.5,-6,53.45788043478261,54.0,0.0, ,0.0,29.505
317,2008-09-11,45780,79.0,56.0,67.5,8.75,18.0,9.600000000000001,1810,527,0.0,2,53.45788043478261,61.5,2.5,RA BR,0.0,29.365
318,2008-09-12,45660,73.0,69.0,71.0,6.3,22.5,6.949999999999999,1809,528,0.0,6,53.45788043478261,68.5,6.0,RA DZ BR,0.495,29.25
319,2008-09-13,45480,76.0,68.5,72.5,6.800000000000001,21.5,9.399999999999999,1807,529,0.0,7,53.45788043478261,71.0,7.5,RA BR,4.8549999999999995,29.005
320,2008-09-14,45300,72.0,58.0,65.0,7.45,31.5,10.0,1805,530,0.0,1,53.45788043478261,62.5,0.0,RA BR,1.595,28.990000000000002
321,2008-09-15,45120,64.0,54.0,59.0,5.800000000000001,33.5,6.199999999999999,1803,531,6.0,-6,53.45788043478261,55.5,0.0, ,0.005,29.439999999999998
322,2008-09-16,44880,71.0,49.5,60.5,5.3,23.5,6.0,1760,532,4.5,-4,53.45788043478261,55.0,0.0, ,0.0,29.494999999999997
323,2008-09-17,44700,82.5,57.5,70.5,2.1500000000000004,28.5,7.55,1758,533,0.0,6,53.45788043478261,60.5,5.5, ,0.0,29.490000000000002
324,2008-09-18,44460,74.0,59.0,66.5,6.65,9.0,7.550000000000001,1756,535,0.0,1,53.45788043478261,60.0,1.5, ,0.0,29.59
325,2008-09-19,44340,78.0,56.0,67.5,5.949999999999999,18.5,6.4,1755,536,0.0,3,53.45788043478261,59.5,2.5, ,0.0,29.494999999999997
326,2008-09-20,44160,82.0,57.5,70.0,2.0,14.0,3.0,1753,537,0.0,7,53.45788043478261,61.5,5.0, ,0.0,29.485
327,2008-09-21,43980,80.0,59.0,69.5,3.4,7.0,3.9000000000000004,1751,538,0.0,7,53.45788043478261,64.5,4.5,FG+ BR HZ,0.0,29.575000000000003
328,2008-09-22,43800,81.5,62.0,72.0,6.800000000000001,11.5,7.65,1749,539,0.0,9,53.45788043478261,64.0,7.0,BR HZ,0.0,29.619999999999997
329,2008-09-23,43680,82.5,61.0,72.0,6.8,15.0,7.65,1748,540,0.0,10,53.45788043478261,62.5,7.0, ,0.0,29.59
330,2008-09-24,43500,82.0,59.5,71.0,2.6500000000000004,22.0,4.75,1746,541,0.0,9,53.45788043478261,63.0,6.0,TS TSRA BR HZ,0.1,29.57
331,2008-09-25,43320,77.5,64.5,71.0,6.15,4.0,6.75,1744,542,0.0,9,53.45788043478261,64.5,6.0,BR HZ,0.0,29.564999999999998
332,2008-09-26,43140,78.5,59.5,69.0,3.25,6.0,4.449999999999999,1742,543,0.0,9,53.45788043478261,60.5,4.0,BR,0.0,29.445
333,2008-09-27,43020,80.5,54.0,67.5,1.3,5.0,2.9000000000000004,1741,544,0.0,7,53.45788043478261,60.0,2.5,BR,0.0,29.36
334,2008-09-28,42840,68.5,58.5,64.0,7.25,4.0,7.6,1739,545,1.0,4,53.45788043478261,60.0,0.0, ,0.0,29.435000000000002
335,2008-09-29,42660,64.5,55.0,60.0,2.55,33.0,4.6,1737,546,5.0,0,53.45788043478261,58.0,0.0,RA BR,0.46499999999999997,29.285
336,2008-09-30,42480,60.0,48.0,54.5,10.350000000000001,31.0,10.5,1735,547,10.5,-5,53.45788043478261,49.5,0.0, ,0.005,29.240000000000002
337,2008-10-01,42360,61.5,46.0,54.0,11.05,33.0,11.05,1734,548,5.0,-4,53.45788043478261,47.0,-0.5, ,0.0,29.27
338,2008-10-02,42180,61.5,42.5,52.5,9.1,28.0,9.649999999999999,1732,549,12.5,-6,53.45788043478261,47.0,0.0, ,0.0,29.21
339,2008-10-03,42000,59.5,46.5,53.0,6.25,4.5,8.0,1730,550,12.0,-5,53.45788043478261,48.0,0.0,RA,0.01,29.369999999999997
340,2008-10-04,41820,60.5,40.0,50.5,3.1500000000000004,11.0,4.35,1729,552,14.5,-7,53.45788043478261,45.5,0.0, ,0.0,29.54
341,2008-10-05,41640,61.0,43.5,52.5,6.05,11.0,6.9,1727,553,12.5,-6,53.45788043478261,48.5,0.0,RA,0.045,29.54
342,2008-10-06,41460,69.5,55.0,62.5,9.7,11.5,9.899999999999999,1725,554,2.5,6,53.45788043478261,54.0,0.0, ,0.0,29.52
343,2008-10-07,41340,64.0,56.0,60.5,9.9,13.5,11.100000000000001,1724,555,4.5,4,53.45788043478261,56.0,0.0,RA BR,0.8300000000000001,29.275
344,2008-10-08,41160,63.5,51.0,57.5,7.45,26.0,8.2,1722,556,7.5,1,53.45788043478261,54.5,0.0,RA BR,0.24,29.165
345,2008-10-09,40980,69.0,47.5,58.5,4.7,29.0,5.3,1720,557,6.5,3,53.45788043478261,49.0,0.0, ,0.0,29.384999999999998
346,2008-10-10,40860,72.5,44.0,58.5,5.05,11.0,6.4,1719,558,6.5,2,53.45788043478261,50.5,0.0, ,0.0,29.494999999999997
347,2008-10-11,40680,79.5,53.0,66.5,4.05,14.0,5.0,1717,559,0.0,11,53.45788043478261,57.0,1.5, ,0.0,29.549999999999997
348,2008-10-12,40500,85.0,59.5,72.5,5.05,15.5,5.699999999999999,1715,600,0.0,17,53.45788043478261,61.5,7.5,BR,0.0,29.58
349,2008-10-13,40320,78.0,62.5,70.5,8.0,20.0,8.399999999999999,1714,602,0.0,16,53.45788043478261,63.0,5.5, ,0.0,29.505
350,2008-10-14,40140,69.5,54.0,62.0,1.75,32.0,7.0,1712,603,3.0,8,53.45788043478261,51.5,0.0,RA,0.0,29.515
351,2008-10-15,40020,63.5,48.5,56.0,3.9000000000000004,32.0,6.55,1711,604,9.0,2,53.45788043478261,53.5,0.0,RA BR,0.27,29.365000000000002
352,2008-10-16,39840,59.0,43.5,51.5,6.4,35.0,7.75,1709,605,13.5,-1,53.45788043478261,44.5,0.0, ,0.0,29.545
